"case_id","category","deterministic_pass","semantic_pass","judge_score"
"longmemeval_b5ef892d","multi_session","false","false","0.000000"
"longmemeval_e831120c","multi_session","false","false","0.000000"
"longmemeval_3a704032","multi_session","false","false","0.000000"
"longmemeval_gpt4_d84a3211","multi_session","false","false","0.000000"
"longmemeval_aae3761f","multi_session","false","true","1.000000"
"longmemeval_gpt4_f2262a51","multi_session","false","true","1.000000"
"longmemeval_dd2973ad","multi_session","false","false","0.000000"
"longmemeval_c4a1ceb8","multi_session","false","false","0.000000"
"longmemeval_gpt4_a56e767c","multi_session","false","false","0.000000"
"longmemeval_6cb6f249","multi_session","false","false","0.000000"
"longmemeval_46a3abf7","multi_session","false","false","0.000000"
"longmemeval_36b9f61e","multi_session","false","false","0.000000"
"longmemeval_28dc39ac","multi_session","false","false","0.000000"
"longmemeval_gpt4_2f8be40d","multi_session","false","false","0.000000"
"longmemeval_2e6d26dc","multi_session","false","false","0.000000"
"longmemeval_gpt4_15e38248","multi_session","false","false","0.000000"
"longmemeval_88432d0a","multi_session","false","false","0.000000"
"longmemeval_80ec1f4f","multi_session","false","false","0.000000"
"longmemeval_d23cf73b","multi_session","false","false","0.000000"
"longmemeval_gpt4_7fce9456","multi_session","false","false","0.000000"
"longmemeval_d682f1a2","multi_session","false","false","0.000000"
"longmemeval_7024f17c","multi_session","false","false","0.000000"
"longmemeval_gpt4_5501fe77","multi_session","true","false","0.000000"
"longmemeval_gpt4_2ba83207","multi_session","false","false","0.000000"
"longmemeval_2318644b","multi_session","true","true","1.000000"
"longmemeval_2ce6a0f2","multi_session","false","false","0.000000"
"longmemeval_gpt4_d12ceb0e","multi_session","true","true","1.000000"
"longmemeval_00ca467f","multi_session","true","false","0.000000"
"longmemeval_b3c15d39","multi_session","false","false","0.000000"
"longmemeval_gpt4_31ff4165","multi_session","true","false","0.000000"
"longmemeval_eeda8a6d","multi_session","false","false","0.000000"
"longmemeval_2788b940","multi_session","false","false","0.000000"
"longmemeval_60bf93ed","multi_session","false","true","1.000000"
"longmemeval_9d25d4e0","multi_session","false","false","0.000000"
"longmemeval_129d1232","multi_session","false","false","0.000000"
"longmemeval_60472f9c","multi_session","false","true","1.000000"
"longmemeval_gpt4_194be4b3","multi_session","false","false","0.000000"
"longmemeval_a9f6b44c","multi_session","true","false","0.000000"
"longmemeval_d851d5ba","multi_session","false","false","0.000000"
"longmemeval_5a7937c8","multi_session","false","false","0.000000"
"longmemeval_gpt4_ab202e7f","multi_session","false","false","0.000000"
"longmemeval_gpt4_e05b82a6","multi_session","false","false","0.000000"
"longmemeval_gpt4_731e37d7","multi_session","false","false","0.000000"
"longmemeval_edced276","multi_session","false","false","0.000000"
"longmemeval_10d9b85a","multi_session","true","true","1.000000"
"longmemeval_e3038f8c","multi_session","false","false","0.000000"
"longmemeval_2b8f3739","multi_session","false","false","0.000000"
"longmemeval_1a8a66a6","multi_session","false","false","0.000000"
"longmemeval_c2ac3c61","multi_session","false","false","0.000000"
"longmemeval_bf659f65","multi_session","false","false","0.000000"
"longmemeval_gpt4_372c3eed","multi_session","false","false","0.000000"
"longmemeval_gpt4_2f91af09","multi_session","true","false","0.000000"
"longmemeval_81507db6","multi_session","true","false","0.000000"
"longmemeval_88432d0a_abs","abstention","false","true","1.000000"
"longmemeval_80ec1f4f_abs","abstention","false","true","1.000000"
"longmemeval_eeda8a6d_abs","abstention","false","true","1.000000"
"longmemeval_60bf93ed_abs","abstention","false","true","1.000000"
"longmemeval_edced276_abs","abstention","false","true","1.000000"
"longmemeval_gpt4_372c3eed_abs","abstention","false","true","1.000000"
"longmemeval_6a1eabeb","temporal_update","false","true","1.000000"
"longmemeval_6aeb4375","temporal_update","true","true","1.000000"
"longmemeval_830ce83f","temporal_update","false","false","0.000000"
"longmemeval_852ce960","temporal_update","true","true","1.000000"
"longmemeval_945e3d21","temporal_update","false","true","1.000000"
"longmemeval_d7c942c3","temporal_update","false","true","1.000000"
"longmemeval_71315a70","temporal_update","false","true","1.000000"
"longmemeval_89941a93","temporal_update","false","true","1.000000"
"longmemeval_ce6d2d27","temporal_update","true","true","1.000000"
"longmemeval_9ea5eabc","temporal_update","true","true","1.000000"
"longmemeval_07741c44","temporal_update","false","false","0.000000"
"longmemeval_a1eacc2a","temporal_update","false","true","1.000000"
"longmemeval_184da446","temporal_update","true","true","1.000000"
"longmemeval_031748ae","temporal_update","false","true","1.000000"
"longmemeval_4d6b87c8","temporal_update","true","true","1.000000"
"longmemeval_0f05491a","temporal_update","true","true","1.000000"
"longmemeval_08e075c7","temporal_update","true","true","1.000000"
"longmemeval_f9e8c073","temporal_update","false","false","0.000000"
"longmemeval_41698283","temporal_update","false","false","0.000000"
"longmemeval_2698e78f","temporal_update","true","true","1.000000"
"longmemeval_b6019101","temporal_update","true","true","1.000000"
"longmemeval_45dc21b6","temporal_update","true","true","1.000000"
"longmemeval_5a4f22c0","temporal_update","true","true","1.000000"
"longmemeval_6071bd76","temporal_update","false","false","0.000000"
"longmemeval_e493bb7c","temporal_update","false","true","1.000000"
"longmemeval_618f13b2","temporal_update","true","true","1.000000"
"longmemeval_72e3ee87","temporal_update","true","true","1.000000"
"longmemeval_c4ea545c","temporal_update","false","true","1.000000"
"longmemeval_01493427","temporal_update","true","true","1.000000"
"longmemeval_6a27ffc2","temporal_update","true","true","1.000000"
"longmemeval_2133c1b5","temporal_update","true","true","1.000000"
"longmemeval_18bc8abd","temporal_update","true","true","1.000000"
"longmemeval_db467c8c","temporal_update","true","true","1.000000"
"longmemeval_7a87bd0c","temporal_update","true","true","1.000000"
"longmemeval_e61a7584","temporal_update","true","true","1.000000"
"longmemeval_1cea1afa","temporal_update","true","false","0.000000"
"longmemeval_ed4ddc30","temporal_update","true","true","1.000000"
"longmemeval_8fb83627","temporal_update","false","true","1.000000"
"longmemeval_b01defab","temporal_update","true","true","1.000000"
"longmemeval_22d2cb42","temporal_update","false","true","1.000000"
"longmemeval_0e4e4c46","temporal_update","true","true","1.000000"
"longmemeval_4b24c848","temporal_update","true","true","1.000000"
"longmemeval_7e974930","temporal_update","true","true","1.000000"
"longmemeval_603deb26","temporal_update","true","true","1.000000"
"longmemeval_59524333","temporal_update","true","false","0.000000"
"longmemeval_5831f84d","temporal_update","true","true","1.000000"
"longmemeval_eace081b","temporal_update","true","true","1.000000"
"longmemeval_affe2881","temporal_update","false","false","0.000000"
"longmemeval_50635ada","temporal_update","true","true","1.000000"
"longmemeval_e66b632c","temporal_update","true","true","1.000000"
"longmemeval_0ddfec37","temporal_update","true","true","1.000000"
"longmemeval_f685340e","temporal_update","false","false","0.000000"
"longmemeval_cc5ded98","temporal_update","false","true","1.000000"
"longmemeval_dfde3500","temporal_update","true","true","1.000000"
"longmemeval_69fee5aa","temporal_update","false","false","0.000000"
"longmemeval_7401057b","temporal_update","false","false","0.000000"
"longmemeval_cf22b7bf","temporal_update","true","true","1.000000"
"longmemeval_a2f3aa27","temporal_update","true","false","0.000000"
"longmemeval_c7dc5443","temporal_update","true","true","1.000000"
"longmemeval_06db6396","temporal_update","true","true","1.000000"
"longmemeval_3ba21379","temporal_update","true","true","1.000000"
"longmemeval_9bbe84a2","temporal_update","true","true","1.000000"
"longmemeval_10e09553","temporal_update","true","true","1.000000"
"longmemeval_dad224aa","temporal_update","false","false","0.000000"
"longmemeval_ba61f0b9","temporal_update","true","true","1.000000"
"longmemeval_42ec0761","temporal_update","false","true","1.000000"
"longmemeval_5c40ec5b","temporal_update","false","true","1.000000"
"longmemeval_c6853660","temporal_update","false","true","1.000000"
"longmemeval_26bdc477","temporal_update","true","true","1.000000"
"longmemeval_0977f2af","temporal_update","true","true","1.000000"
"longmemeval_6aeb4375_abs","abstention","false","true","1.000000"
"longmemeval_031748ae_abs","abstention","false","true","1.000000"
"longmemeval_2698e78f_abs","abstention","false","true","1.000000"
"longmemeval_2133c1b5_abs","abstention","false","true","1.000000"
"longmemeval_0ddfec37_abs","abstention","false","true","1.000000"
"longmemeval_f685340e_abs","abstention","false","true","1.000000"
"longmemeval_89941a94","temporal_update","false","true","1.000000"
"longmemeval_07741c45","temporal_update","false","false","0.000000"
"longmemeval_8a2466db","preference_following","false","false","0.000000"
"longmemeval_06878be2","preference_following","false","true","1.000000"
"longmemeval_75832dbd","preference_following","false","false","0.500000"
"longmemeval_0edc2aef","preference_following","false","false","0.000000"
"longmemeval_35a27287","preference_following","false","false","0.000000"
"longmemeval_32260d93","preference_following","false","false","0.000000"
"longmemeval_195a1a1b","preference_following","false","false","0.000000"
"longmemeval_afdc33df","preference_following","false","false","0.000000"
"longmemeval_caf03d32","preference_following","false","false","0.000000"
"longmemeval_54026fce","preference_following","false","false","0.000000"
"longmemeval_06f04340","preference_following","false","true","1.000000"
"longmemeval_6b7dfb22","preference_following","false","true","1.000000"
"longmemeval_1a1907b4","preference_following","false","false","0.000000"
"longmemeval_09d032c9","preference_following","false","false","0.000000"
"longmemeval_38146c39","preference_following","false","false","0.000000"
"longmemeval_d24813b1","preference_following","false","false","0.000000"
"longmemeval_57f827a0","preference_following","false","false","0.000000"
"longmemeval_95228167","preference_following","false","false","0.000000"
"longmemeval_505af2f5","preference_following","false","true","1.000000"
"longmemeval_75f70248","preference_following","false","true","1.000000"
"longmemeval_d6233ab6","preference_following","false","false","0.000000"
"longmemeval_1da05512","preference_following","false","false","0.000000"
"longmemeval_fca70973","preference_following","false","false","0.000000"
"longmemeval_b6025781","preference_following","false","true","1.000000"
"longmemeval_a89d7624","preference_following","false","false","0.000000"
"longmemeval_b0479f84","preference_following","false","true","1.000000"
"longmemeval_1d4e3b97","preference_following","false","true","1.000000"
"longmemeval_07b6f563","preference_following","false","true","1.000000"
"longmemeval_1c0ddc50","preference_following","false","true","1.000000"
"longmemeval_0a34ad58","preference_following","false","true","1.000000"
"longmemeval_7161e7e2","single_fact","false","true","1.000000"
"longmemeval_c4f10528","single_fact","true","true","1.000000"
"longmemeval_89527b6b","single_fact","false","false","0.000000"
"longmemeval_e9327a54","single_fact","false","true","1.000000"
"longmemeval_4c36ccef","single_fact","true","true","1.000000"
"longmemeval_6ae235be","single_fact","false","false","0.500000"
"longmemeval_7e00a6cb","single_fact","false","false","0.000000"
"longmemeval_1903aded","single_fact","false","true","1.000000"
"longmemeval_ceb54acb","single_fact","false","false","0.000000"
"longmemeval_f523d9fe","single_fact","true","true","1.000000"
"longmemeval_0e5e2d1a","single_fact","false","false","0.000000"
"longmemeval_fea54f57","single_fact","true","true","1.000000"
"longmemeval_cc539528","single_fact","false","true","1.000000"
"longmemeval_dc439ea3","single_fact","false","false","0.000000"
"longmemeval_18dcd5a5","single_fact","false","false","0.000000"
"longmemeval_488d3006","single_fact","false","true","1.000000"
"longmemeval_58470ed2","single_fact","false","false","0.000000"
"longmemeval_8cf51dda","single_fact","false","false","0.000000"
"longmemeval_1d4da289","single_fact","false","true","1.000000"
"longmemeval_8464fc84","single_fact","true","true","1.000000"
"longmemeval_8aef76bc","single_fact","true","true","1.000000"
"longmemeval_71a3fd6b","single_fact","true","true","1.000000"
"longmemeval_2bf43736","single_fact","false","true","1.000000"
"longmemeval_70b3e69b","single_fact","true","true","1.000000"
"longmemeval_8752c811","single_fact","false","false","0.000000"
"longmemeval_3249768e","single_fact","false","false","0.000000"
"longmemeval_1b9b7252","single_fact","false","true","1.000000"
"longmemeval_1568498a","single_fact","true","false","0.000000"
"longmemeval_6222b6eb","single_fact","false","true","1.000000"
"longmemeval_e8a79c70","single_fact","true","true","1.000000"
"longmemeval_d596882b","single_fact","true","true","1.000000"
"longmemeval_e3fc4d6e","single_fact","false","false","0.000000"
"longmemeval_51b23612","single_fact","false","false","0.000000"
"longmemeval_3e321797","single_fact","true","true","1.000000"
"longmemeval_e982271f","single_fact","true","true","1.000000"
"longmemeval_352ab8bd","single_fact","false","true","1.000000"
"longmemeval_fca762bc","single_fact","true","true","1.000000"
"longmemeval_7a8d0b71","single_fact","false","false","0.000000"
"longmemeval_a40e080f","single_fact","false","false","0.000000"
"longmemeval_8b9d4367","single_fact","true","true","1.000000"
"longmemeval_5809eb10","single_fact","false","false","0.000000"
"longmemeval_41275add","single_fact","false","true","1.000000"
"longmemeval_4388e9dd","single_fact","false","true","1.000000"
"longmemeval_4baee567","single_fact","false","true","1.000000"
"longmemeval_561fabcd","single_fact","false","true","1.000000"
"longmemeval_b759caee","single_fact","false","false","0.000000"
"longmemeval_ac031881","single_fact","false","true","1.000000"
"longmemeval_28bcfaac","single_fact","true","true","1.000000"
"longmemeval_16c90bf4","single_fact","false","true","1.000000"
"longmemeval_c8f1aeed","single_fact","false","false","0.000000"
"longmemeval_eaca4986","single_fact","false","false","0.000000"
"longmemeval_c7cf7dfd","single_fact","false","false","0.000000"
"longmemeval_e48988bc","single_fact","true","true","1.000000"
"longmemeval_1de5cff2","single_fact","false","false","0.000000"
"longmemeval_65240037","single_fact","false","true","1.000000"
"longmemeval_778164c6","single_fact","true","false","0.000000"
"longmemeval_e47becba","single_fact","true","true","1.000000"
"longmemeval_118b2229","single_fact","true","true","1.000000"
"longmemeval_51a45a95","single_fact","true","true","1.000000"
"longmemeval_58bf7951","single_fact","true","true","1.000000"
"longmemeval_1e043500","single_fact","true","true","1.000000"
"longmemeval_c5e8278d","single_fact","true","true","1.000000"
"longmemeval_6ade9755","single_fact","true","true","1.000000"
"longmemeval_6f9b354f","single_fact","true","true","1.000000"
"longmemeval_58ef2f1c","single_fact","false","true","1.000000"
"longmemeval_f8c5f88b","single_fact","false","true","1.000000"
"longmemeval_5d3d2817","single_fact","false","true","1.000000"
"longmemeval_7527f7e2","single_fact","true","true","1.000000"
"longmemeval_c960da58","single_fact","true","true","1.000000"
"longmemeval_3b6f954b","single_fact","false","true","1.000000"
"longmemeval_726462e0","single_fact","true","true","1.000000"
"longmemeval_94f70d80","single_fact","true","true","1.000000"
"longmemeval_66f24dbb","single_fact","true","true","1.000000"
"longmemeval_ad7109d1","single_fact","true","true","1.000000"
"longmemeval_af8d2e46","single_fact","true","false","0.000000"
"longmemeval_dccbc061","single_fact","false","true","1.000000"
"longmemeval_c8c3f81d","single_fact","true","true","1.000000"
"longmemeval_8ebdbe50","single_fact","true","true","1.000000"
"longmemeval_6b168ec8","single_fact","true","true","1.000000"
"longmemeval_75499fd8","single_fact","true","true","1.000000"
"longmemeval_21436231","single_fact","true","true","1.000000"
"longmemeval_95bcc1c8","single_fact","true","true","1.000000"
"longmemeval_0862e8bf","single_fact","true","true","1.000000"
"longmemeval_853b0a1d","single_fact","true","true","1.000000"
"longmemeval_a06e4cfe","single_fact","true","true","1.000000"
"longmemeval_37d43f65","single_fact","true","true","1.000000"
"longmemeval_b86304ba","single_fact","false","true","1.000000"
"longmemeval_d52b4f67","single_fact","false","true","1.000000"
"longmemeval_25e5aa4f","single_fact","false","true","1.000000"
"longmemeval_caf9ead2","single_fact","true","true","1.000000"
"longmemeval_8550ddae","single_fact","true","true","1.000000"
"longmemeval_60d45044","single_fact","true","true","1.000000"
"longmemeval_3f1e9474","single_fact","true","true","1.000000"
"longmemeval_86b68151","single_fact","true","true","1.000000"
"longmemeval_577d4d32","single_fact","true","true","1.000000"
"longmemeval_ec81a493","single_fact","true","true","1.000000"
"longmemeval_15745da0","single_fact","true","true","1.000000"
"longmemeval_e01b8e2f","single_fact","true","true","1.000000"
"longmemeval_bc8a6e93","single_fact","false","true","1.000000"
"longmemeval_ccb36322","single_fact","true","true","1.000000"
"longmemeval_001be529","single_fact","true","true","1.000000"
"longmemeval_b320f3f8","single_fact","false","true","1.000000"
"longmemeval_19b5f2b3","single_fact","true","true","1.000000"
"longmemeval_4fd1909e","single_fact","true","true","1.000000"
"longmemeval_545bd2b5","single_fact","true","true","1.000000"
"longmemeval_8a137a7f","single_fact","true","false","0.000000"
"longmemeval_76d63226","single_fact","true","true","1.000000"
"longmemeval_86f00804","single_fact","true","true","1.000000"
"longmemeval_8e9d538c","single_fact","true","true","1.000000"
"longmemeval_311778f1","single_fact","true","true","1.000000"
"longmemeval_c19f7a0b","single_fact","true","true","1.000000"
"longmemeval_4100d0a0","single_fact","false","true","1.000000"
"longmemeval_29f2956b","single_fact","true","true","1.000000"
"longmemeval_1faac195","single_fact","true","true","1.000000"
"longmemeval_faba32e5","single_fact","true","true","1.000000"
"longmemeval_f4f1d8a4","single_fact","false","true","1.000000"
"longmemeval_c14c00dd","single_fact","true","true","1.000000"
"longmemeval_36580ce8","single_fact","true","true","1.000000"
"longmemeval_3d86fd0a","single_fact","true","true","1.000000"
"longmemeval_a82c026e","single_fact","true","true","1.000000"
"longmemeval_0862e8bf_abs","abstention","false","true","1.000000"
"longmemeval_15745da0_abs","abstention","false","true","1.000000"
"longmemeval_bc8a6e93_abs","abstention","false","true","1.000000"
"longmemeval_19b5f2b3_abs","abstention","false","true","1.000000"
"longmemeval_29f2956b_abs","abstention","false","true","1.000000"
"longmemeval_f4f1d8a4_abs","abstention","false","true","1.000000"
"longmemeval_gpt4_59149c77","temporal_reasoning","false","true","1.000000"
"longmemeval_gpt4_f49edff3","temporal_reasoning","false","false","0.000000"
"longmemeval_71017276","temporal_reasoning","true","true","1.000000"
"longmemeval_b46e15ed","temporal_reasoning","true","false","0.000000"
"longmemeval_gpt4_fa19884c","temporal_reasoning","false","true","1.000000"
"longmemeval_0bc8ad92","temporal_reasoning","true","true","1.000000"
"longmemeval_af082822","temporal_reasoning","true","true","1.000000"
"longmemeval_gpt4_4929293a","temporal_reasoning","true","true","1.000000"
"longmemeval_gpt4_b5700ca9","temporal_reasoning","false","true","1.000000"
"longmemeval_9a707b81","temporal_reasoning","false","false","0.000000"
"longmemeval_gpt4_1d4ab0c9","temporal_reasoning","false","true","1.000000"
"longmemeval_gpt4_e072b769","temporal_reasoning","true","true","1.000000"
"longmemeval_0db4c65d","temporal_reasoning","false","true","1.000000"
"longmemeval_gpt4_1d80365e","temporal_reasoning","false","false","0.000000"
"longmemeval_gpt4_7f6b06db","temporal_reasoning","false","false","0.000000"
"longmemeval_gpt4_6dc9b45b","temporal_reasoning","true","true","1.000000"
"longmemeval_gpt4_8279ba02","temporal_reasoning","false","true","1.000000"
"longmemeval_gpt4_18c2b244","temporal_reasoning","false","false","0.000000"
"longmemeval_gpt4_a1b77f9c","temporal_reasoning","false","false","0.000000"
"longmemeval_gpt4_1916e0ea","temporal_reasoning","false","true","1.000000"
"longmemeval_gpt4_7a0daae1","temporal_reasoning","true","true","1.000000"
"longmemeval_gpt4_468eb063","temporal_reasoning","false","true","1.000000"
"longmemeval_gpt4_7abb270c","temporal_reasoning","false","false","0.000000"
"longmemeval_gpt4_1e4a8aeb","temporal_reasoning","false","true","1.000000"
"longmemeval_gpt4_4fc4f797","temporal_reasoning","false","false","0.000000"
"longmemeval_4dfccbf7","temporal_reasoning","false","true","1.000000"
"longmemeval_gpt4_61e13b3c","temporal_reasoning","false","false","0.000000"
"longmemeval_gpt4_45189cb4","temporal_reasoning","false","false","0.000000"
"longmemeval_2ebe6c90","temporal_reasoning","false","false","0.000000"
"longmemeval_gpt4_e061b84f","temporal_reasoning","false","false","0.000000"
"longmemeval_370a8ff4","temporal_reasoning","false","false","0.000000"
"longmemeval_gpt4_d6585ce8","temporal_reasoning","false","false","0.000000"
"longmemeval_gpt4_4ef30696","temporal_reasoning","false","true","1.000000"
"longmemeval_gpt4_ec93e27f","temporal_reasoning","true","false","0.000000"
"longmemeval_6e984301","temporal_reasoning","true","false","0.000000"
"longmemeval_8077ef71","temporal_reasoning","false","true","1.000000"
"longmemeval_gpt4_f420262c","temporal_reasoning","false","false","0.000000"
"longmemeval_gpt4_8e165409","temporal_reasoning","false","true","1.000000"
"longmemeval_gpt4_74aed68e","temporal_reasoning","false","true","1.000000"
"longmemeval_bcbe585f","temporal_reasoning","true","true","1.000000"
"longmemeval_gpt4_21adecb5","temporal_reasoning","false","false","0.000000"
"longmemeval_5e1b23de","temporal_reasoning","true","true","1.000000"
"longmemeval_gpt4_98f46fc6","temporal_reasoning","false","false","0.000000"
"longmemeval_gpt4_af6db32f","temporal_reasoning","false","true","1.000000"
"longmemeval_eac54adc","temporal_reasoning","false","true","1.000000"
"longmemeval_gpt4_7ddcf75f","temporal_reasoning","false","true","1.000000"
"longmemeval_gpt4_a2d1d1f6","temporal_reasoning","false","true","1.000000"
"longmemeval_gpt4_85da3956","temporal_reasoning","false","false","0.000000"
"longmemeval_gpt4_b0863698","temporal_reasoning","false","true","1.000000"
"longmemeval_gpt4_68e94287","temporal_reasoning","false","true","1.000000"
"longmemeval_gpt4_e414231e","temporal_reasoning","false","false","0.000000"
"longmemeval_gpt4_7ca326fa","temporal_reasoning","false","false","0.000000"
"longmemeval_gpt4_7bc6cf22","temporal_reasoning","false","true","1.000000"
"longmemeval_2ebe6c92","temporal_reasoning","false","false","0.000000"
"longmemeval_gpt4_e061b84g","temporal_reasoning","false","false","0.000000"
"longmemeval_71017277","temporal_reasoning","false","false","0.000000"
"longmemeval_b46e15ee","temporal_reasoning","false","true","1.000000"
"longmemeval_gpt4_d6585ce9","temporal_reasoning","false","false","0.000000"
"longmemeval_gpt4_1e4a8aec","temporal_reasoning","false","true","1.000000"
"longmemeval_gpt4_f420262d","temporal_reasoning","false","false","0.000000"
"longmemeval_gpt4_59149c78","temporal_reasoning","false","false","0.000000"
"longmemeval_gpt4_e414231f","temporal_reasoning","false","false","0.000000"
"longmemeval_gpt4_4929293b","temporal_reasoning","false","true","1.000000"
"longmemeval_gpt4_468eb064","temporal_reasoning","true","true","1.000000"
"longmemeval_gpt4_fa19884d","temporal_reasoning","false","false","0.000000"
"longmemeval_9a707b82","temporal_reasoning","false","true","1.000000"
"longmemeval_eac54add","temporal_reasoning","false","false","0.000000"
"longmemeval_4dfccbf8","temporal_reasoning","false","false","0.000000"
"longmemeval_0bc8ad93","temporal_reasoning","false","false","0.000000"
"longmemeval_6e984302","temporal_reasoning","false","false","0.000000"
"longmemeval_gpt4_8279ba03","temporal_reasoning","true","true","1.000000"
"longmemeval_gpt4_b5700ca0","temporal_reasoning","true","true","1.000000"
"longmemeval_gpt4_68e94288","temporal_reasoning","false","true","1.000000"
"longmemeval_d3ab962e","multi_session","false","false","0.000000"
"longmemeval_2311e44b","multi_session","false","false","0.000000"
"longmemeval_cc06de0d","multi_session","true","false","0.000000"
"longmemeval_a11281a2","multi_session","false","false","0.000000"
"longmemeval_4f54b7c9","multi_session","false","true","1.000000"
"longmemeval_85fa3a3f","multi_session","true","true","1.000000"
"longmemeval_9aaed6a3","multi_session","true","true","1.000000"
"longmemeval_1f2b8d4f","multi_session","false","false","0.000000"
"longmemeval_e6041065","multi_session","true","true","1.000000"
"longmemeval_51c32626","multi_session","false","false","0.000000"
"longmemeval_d905b33f","multi_session","true","true","1.000000"
"longmemeval_7405e8b1","multi_session","false","false","0.000000"
"longmemeval_f35224e0","multi_session","false","false","0.000000"
"longmemeval_6456829e","multi_session","false","false","0.000000"
"longmemeval_a4996e51","multi_session","true","true","1.000000"
"longmemeval_3c1045c8","multi_session","true","true","1.000000"
"longmemeval_60036106","multi_session","false","false","0.000000"
"longmemeval_681a1674","multi_session","true","true","1.000000"
"longmemeval_e25c3b8d","multi_session","false","false","0.000000"
"longmemeval_4adc0475","multi_session","true","true","1.000000"
"longmemeval_4bc144e2","multi_session","false","true","1.000000"
