short_sha	date	kind	author	committer	branches	file_count	top_level	subject	full_sha
fb2647d	2026-05-24	non-merge	dzx0902 <3575895791@qq.com>	dzx0902 <3575895791@qq.com>	dev,main,origin,origin/dev,origin/feat/evaluation-benchmark-framework,origin/jflin,origin/main	5	frontend	fix(frontend): address runtime governance review issues	fb2647dd1d663be0f5cf04a916e04cd0c67d819b
d6666dc	2026-05-24	merge	dzx0902 <145189098+dzx0902@users.noreply.github.com>	GitHub <noreply@github.com>	dev,main,origin,origin/dev,origin/feat/evaluation-benchmark-framework,origin/jflin,origin/main	0		Merge pull request #63 from dzx0902/jflin-backend-completions	d6666dc58613fade1ed0fb4b4855241d5845f54f
3953a93	2026-05-23	non-merge	dzx0902 <3575895791@qq.com>	dzx0902 <3575895791@qq.com>	dev,main,origin,origin/dev,origin/feat/evaluation-benchmark-framework,origin/jflin,origin/jflin-backend-completions,origin/main	6	backend	feat(governance): add policy lifecycle APIs	3953a9341fd51bc1949d2cad1518e6c5a961a7ef
68a7799	2026-05-23	non-merge	dzx0902 <3575895791@qq.com>	dzx0902 <3575895791@qq.com>	dev,main,origin,origin/dev,origin/feat/evaluation-benchmark-framework,origin/jflin,origin/jflin-backend-completions,origin/main	7	backend	feat(semantic): add entity and scene list APIs	68a77995d92a98150d886d8581585ce37458329a
7c579e8	2026-05-23	non-merge	dzx0902 <3575895791@qq.com>	dzx0902 <3575895791@qq.com>	dev,main,origin,origin/dev,origin/feat/evaluation-benchmark-framework,origin/jflin,origin/jflin-backend-completions,origin/main	7	backend	feat(stats): add overview API	7c579e88578d2dfc54f0cfa61540e1916b6741c8
41060dc	2026-05-23	non-merge	dzx0902 <3575895791@qq.com>	dzx0902 <3575895791@qq.com>	dev,main,origin,origin/dev,origin/feat/evaluation-benchmark-framework,origin/jflin,origin/jflin-backend-completions,origin/main	5	backend	feat(wiki): add read APIs	41060dc7f7e31041d2e140603b44b80c0bdddb75
38264a5	2026-05-23	non-merge	dzx0902 <3575895791@qq.com>	dzx0902 <3575895791@qq.com>	dev,main,origin,origin/dev,origin/feat/evaluation-benchmark-framework,origin/jflin,origin/jflin-backend-completions,origin/main	7	.gitignore,backend,database,package.json,README.md,scripts	chore(db): add env-aware sql runner	38264a5a7877f9c77b3e068211bd795249bb08d3
87c7fd0	2026-05-23	non-merge	dzx0902 <3575895791@qq.com>	dzx0902 <3575895791@qq.com>	dev,main,origin,origin/dev,origin/feat/evaluation-benchmark-framework,origin/jflin,origin/jflin-backend-completions,origin/main	7	backend,database,docs	feat(wiki): support batch export contract	87c7fd0f42608c1dd3409dcb0333c75af3051c1a
2bc5276	2026-05-22	merge	dzx0902 <145189098+dzx0902@users.noreply.github.com>	GitHub <noreply@github.com>	main,origin,origin/frontend-api-integration,origin/main	0		Merge pull request #53 from dzx0902/dev	2bc5276d98a17754d27740e18dace5c7a58a3de1
eb34e59	2026-05-19	non-merge	dzx0902 <3575895791@qq.com>	dzx0902 <3575895791@qq.com>	origin/fix/db-cli-windows-encoding	2	scripts,tests	Fix database CLI encoding on Windows	eb34e5921b08ab0cc9348752363341b25b7cdb09
7e20cc3	2026-05-19	merge	dzx0902 <145189098+dzx0902@users.noreply.github.com>	GitHub <noreply@github.com>	dev,main,origin,origin/dev,origin/feat/entity-memory-scene,origin/feat/evaluation-benchmark-framework,origin/fix/db-cli-windows-encoding,origin/frontend-api-integration,origin/jflin,origin/jflin-backend-completions,origin/main	0		Merge pull request #50 from dzx0902/fix/backend-api-contract-demo	7e20cc333a4c1651a07a4f11def50b519befd3f2
3ec62f3	2026-05-17	merge	dzx0902 <145189098+dzx0902@users.noreply.github.com>	GitHub <noreply@github.com>	dev,main,origin,origin/dev,origin/feat/entity-memory-scene,origin/feat/evaluation-benchmark-framework,origin/fix/backend-api-contract-demo,origin/fix/db-cli-windows-encoding,origin/frontend-api-integration,origin/jflin,origin/jflin-backend-completions,origin/main	0		Merge pull request #47 from dzx0902/backend-p0	3ec62f302d2c78a11812d1694e4d398cef45e371
4efac9a	2026-05-17	non-merge	dzx0902 <3575895791@qq.com>	dzx0902 <3575895791@qq.com>	dev,main,origin,origin/backend-p0,origin/dev,origin/feat/entity-memory-scene,origin/feat/evaluation-benchmark-framework,origin/fix/backend-api-contract-demo,origin/fix/db-cli-windows-encoding,origin/frontend-api-integration,origin/jflin,origin/jflin-backend-completions,origin/main	2	.github	fix: add postgres service for backend ci health check	4efac9abee1060de6e3aa34641fa3e9f8076b834
2af1bbf	2026-05-17	non-merge	dzx0902 <3575895791@qq.com>	dzx0902 <3575895791@qq.com>	dev,main,origin,origin/backend-p0,origin/dev,origin/feat/entity-memory-scene,origin/feat/evaluation-benchmark-framework,origin/fix/backend-api-contract-demo,origin/fix/db-cli-windows-encoding,origin/frontend-api-integration,origin/jflin,origin/jflin-backend-completions,origin/main	16	backend,database	fix: align backend package imports and SQL/test consistency	2af1bbf3c37cbc9bcde8fd9b6b673729c396aa2f
5caecc7	2026-05-17	merge	dzx0902 <145189098+dzx0902@users.noreply.github.com>	GitHub <noreply@github.com>	dev,main,origin,origin/backend-p0,origin/dev,origin/feat/entity-memory-scene,origin/feat/evaluation-benchmark-framework,origin/fix/backend-api-contract-demo,origin/fix/db-cli-windows-encoding,origin/frontend-api-integration,origin/jflin,origin/jflin-backend-completions,origin/main	0		Merge branch 'main' into backend-p0	5caecc73d76066bd12801d01d0691abb6a905dd7
67845b0	2026-05-17	non-merge	dzx0902 <3575895791@qq.com>	dzx0902 <3575895791@qq.com>	dev,main,origin,origin/backend-p0,origin/dev,origin/feat/entity-memory-scene,origin/feat/evaluation-benchmark-framework,origin/fix/backend-api-contract-demo,origin/fix/db-cli-windows-encoding,origin/frontend-api-integration,origin/jflin,origin/jflin-backend-completions,origin/main	37	backend,database,docs,package.json,README.md,scripts	p0阶段backend实现包括测试部分	67845b062666440fd3293f2b5b1623733a6aafe4
598a29e	2026-05-16	merge	dzx0902 <145189098+dzx0902@users.noreply.github.com>	GitHub <noreply@github.com>	dev,main,origin,origin/backend-p0,origin/dev,origin/feat/entity-memory-scene,origin/feat/evaluation-benchmark-framework,origin/fix/backend-api-contract-demo,origin/fix/db-cli-windows-encoding,origin/frontend-api-integration,origin/jflin,origin/jflin-backend-completions,origin/main	0		Merge pull request #46 from dzx0902/dev	598a29e224c6aa892736fbe1c4cd3382dedf4dfb
03c4cb8	2026-05-16	merge	dzx0902 <145189098+dzx0902@users.noreply.github.com>	GitHub <noreply@github.com>	dev,main,origin,origin/backend-p0,origin/dev,origin/feat/entity-memory-scene,origin/feat/evaluation-benchmark-framework,origin/fix/backend-api-contract-demo,origin/fix/db-cli-windows-encoding,origin/frontend-api-integration,origin/jflin,origin/jflin-backend-completions,origin/main	0		Merge pull request #45 from dzx0902/feat/CI-fix	03c4cb82f3a88bbfcd681dd2f681d4fc1a040e67
6b19695	2026-05-16	non-merge	dzx0902 <3575895791@qq.com>	dzx0902 <3575895791@qq.com>	dev,main,origin,origin/backend-p0,origin/dev,origin/feat/entity-memory-scene,origin/feat/evaluation-benchmark-framework,origin/fix/backend-api-contract-demo,origin/fix/db-cli-windows-encoding,origin/frontend-api-integration,origin/jflin,origin/jflin-backend-completions,origin/main	10	.github,docs,frontend,README.md	chore: 完善项目工程化体系与文档规范	6b19695877af464a4c427c5b83836cd523d88ef7
f7ac477	2026-05-16	merge	dzx0902 <145189098+dzx0902@users.noreply.github.com>	GitHub <noreply@github.com>	dev,main,origin,origin/backend-p0,origin/dev,origin/feat/entity-memory-scene,origin/feat/evaluation-benchmark-framework,origin/fix/backend-api-contract-demo,origin/fix/db-cli-windows-encoding,origin/frontend-api-integration,origin/jflin,origin/jflin-backend-completions,origin/main	0		Merge pull request #44 from dzx0902/jflin	f7ac4771dc61ec46f7c1b5a59c56a3275ed1ab09
2bad431	2026-05-15	merge	dzx0902 <145189098+dzx0902@users.noreply.github.com>	GitHub <noreply@github.com>	dev,main,origin,origin/backend-p0,origin/dev,origin/feat/entity-memory-scene,origin/feat/evaluation-benchmark-framework,origin/fix/backend-api-contract-demo,origin/fix/db-cli-windows-encoding,origin/frontend-api-integration,origin/jflin,origin/jflin-backend-completions,origin/main	0		Merge pull request #1 from dzx0902/dev	2bad43169fabea7a289682eaf80006f701f3f9f2
dc0e327	2026-05-15	non-merge	dzx0902 <3575895791@qq.com>	dzx0902 <3575895791@qq.com>	dev,main,origin,origin/backend-p0,origin/dev,origin/feat/entity-memory-scene,origin/feat/evaluation-benchmark-framework,origin/fix/backend-api-contract-demo,origin/fix/db-cli-windows-encoding,origin/frontend-api-integration,origin/jflin,origin/jflin-backend-completions,origin/main	55	.editorconfig,.env.example,.github,.gitignore,.pre-commit-config.yaml,backend,CONTRIBUTING.md,database,docker-compose.yml,docs,frontend,pyproject.toml,README.md,scripts	first commit	dc0e3276dad0d7f81d37c4c115ebbec3df88d73d
